atom_id,category,n_enriched_concepts,enriched_concepts,fire_count,fire_pct,contributes_to
22,Uninformative,0,,21824,2.727880655221334,
23,Uninformative,0,,622,0.0777465985863118,
24,Uninformative,0,,22041,2.7550044685545005,
25,Uninformative,0,,1,0.0001249945314892,
26,Uninformative,0,,8758,1.0947021067828282,
27,Uninformative,0,,410,0.0512477579105914,
28,Uninformative,0,,14,0.0017499234408494,
29,Uninformative,0,,144350,18.04296062047285,
30,Uninformative,0,,2,0.0002499890629784,
31,Dead,0,,0,0.0,
32,Uninformative,0,,35965,4.4954283250107805,
33,Uninformative,0,,45,0.0056247539170161,
34,Uninformative,0,,4,0.0004999781259569,
35,Uninformative,0,,14095,1.7617979213409414,
36,Uninformative,0,,5881,0.7350928396882637,
37,Uninformative,0,,30553,3.8189579205909743,
38,Uninformative,0,,4,0.0004999781259569,
39,Uninformative,0,,60196,7.524170817526733,
40,Uninformative,0,,10,0.0012499453148924,
41,Uninformative,0,,15001,1.8750429668701996,
42,Entangled,3,"TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",11324,1.415438074584237,
43,Uninformative,0,,17,0.0021249070353172,
44,Uninformative,0,,56594,7.073940515102464,
45,Uninformative,0,,3,0.0003749835944677,
46,Uninformative,0,,25583,3.1977350990894147,
47,Uninformative,0,,650,0.0812464454680107,
48,Uninformative,0,,3,0.0003749835944677,
49,Uninformative,0,,808,0.1009955814433118,
50,Uninformative,0,,27,0.0033748523502096,
51,Uninformative,0,,18885,2.360521727174436,
52,Uninformative,0,,16,0.0019999125038279,
53,Uninformative,0,,31362,3.9200784965657753,
54,Uninformative,0,,1766,0.2207403426100108,
55,Uninformative,0,,23525,2.940496353284544,
56,Uninformative,0,,464,0.0579974626110107,
57,Contributing,0,,43924,5.490259801133701,TXT:Atrial pacing; TXT:Tall T waves - consider acute ischemia o
58,Uninformative,0,,90520,11.31450499040667,
59,Uninformative,0,,2150,0.2687382427018818,
60,Uninformative,0,,36103,4.512677570356297,
61,Uninformative,0,,28357,3.544469929440587,
62,Uninformative,0,,4,0.0004999781259569,
63,Uninformative,0,,22,0.0027498796927634,
64,Uninformative,0,,150,0.0187491797233871,
65,Separable,1,TXT:Atrial flutter with uncontrolled ventric,3378,0.4222315273706775,
66,Uninformative,0,,2,0.0002499890629784,
67,Uninformative,0,,39483,4.935159086789953,
68,Uninformative,0,,552,0.0689969813820645,
69,Uninformative,0,,37045,4.630422419019168,
70,Uninformative,0,,122,0.0152493328416881,
71,Uninformative,0,,1975,0.2468641996912635,
72,Uninformative,0,,137,0.0171242508140268,
73,Uninformative,0,,235,0.0293737148999731,
74,Uninformative,0,,32554,4.069071978100958,
75,Uninformative,0,,854,0.1067453298918172,
76,Uninformative,0,,34547,4.318186079359028,
77,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,2016,0.2519889754823226,
78,Uninformative,0,,2,0.0002499890629784,
79,Uninformative,0,,29204,3.650340297611979,
80,Uninformative,0,,14,0.0017499234408494,
81,Uninformative,0,,44702,5.587505546632335,
82,Uninformative,0,,1106,0.1382439518271075,
83,Uninformative,0,,741,0.0926209478335322,
84,Uninformative,0,,24053,3.006493465910866,
85,Entangled,2,TXT:Possible idioventricular rhythm with slo; TXT:Probable junctional rhythm,19355,2.4192691569743823,
86,Uninformative,0,,48169,6.020861587305555,
87,Uninformative,0,,5616,0.7019692888436131,
88,Uninformative,0,,78588,9.823070240676971,
89,Uninformative,0,,4857,0.6070984394432744,
90,Dead,0,,0,0.0,
91,Uninformative,0,,113802,14.224627672539327,
92,Uninformative,0,,12,0.0014999343778709,
93,Uninformative,0,,273,0.0341235070965645,
94,Uninformative,0,,18,0.0022499015668064,
95,Entangled,3,"TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",27265,3.407975901054329,
96,Uninformative,0,,226,0.0282487641165699,
97,Dead,0,,0,0.0,
98,Uninformative,0,,92,0.0114994968970107,
99,Uninformative,0,,37986,4.74804227315055,
100,Uninformative,0,,17595,2.199278781553307,
101,Separable,1,TXT:Probable sinus tachycardia,7251,0.9063353478285324,
102,Uninformative,0,,2,0.0002499890629784,
103,Uninformative,0,,77057,9.631703612966932,
104,Uninformative,0,,7,0.0008749617204247,
105,Uninformative,0,,38,0.0047497921965913,
106,Uninformative,0,,21245,2.65550882148906,
107,Uninformative,0,,12,0.0014999343778709,
108,Uninformative,0,,4,0.0004999781259569,
109,Uninformative,0,,15230,1.9036667145812367,
110,Uninformative,0,,23560,2.944871161886668,
111,Uninformative,0,,9955,1.2443205609754573,
112,Uninformative,0,,46012,5.751248382883249,
113,Uninformative,0,,5,0.0006249726574462,
114,Uninformative,0,,12015,1.501809295843307,
115,Uninformative,0,,43394,5.4240126994444,
116,Uninformative,0,,90783,11.347378552188342,
117,Uninformative,0,,4,0.0004999781259569,
118,Separable,1,TXT:Extensive infarct - age undetermined,19123,2.390270425668877,
119,Uninformative,0,,52,0.0064997156374408,
120,Uninformative,0,,17627,2.203278606560963,
121,Uninformative,0,,7089,0.8860862337272745,
122,Uninformative,0,,6234,0.779215909303968,
123,Uninformative,0,,6,0.0007499671889354,
124,Uninformative,0,,3904,0.4879786509340216,
125,Uninformative,0,,1866,0.2332397957589355,
126,Uninformative,0,,33863,4.232689819820383,
127,Uninformative,0,,16714,2.08915859931128,
128,Uninformative,0,,31928,3.9908254013886895,
129,Uninformative,0,,660,0.0824963907829032,
130,Uninformative,0,,7,0.0008749617204247,
131,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,12978,1.622179029667452,
132,Uninformative,0,,9685,1.2105720374733606,
133,Uninformative,0,,57,0.007124688294887,
134,Uninformative,0,,4568,0.5709750198428819,
135,Uninformative,0,,954,0.1192447830407419,
136,Uninformative,0,,2598,0.3247357928090646,
137,Uninformative,0,,10563,1.3203172361209197,
138,Uninformative,0,,1,0.0001249945314892,
139,Uninformative,0,,15947,1.9932877936590276,
140,Uninformative,0,,11806,1.4756854387620542,
141,Uninformative,0,,16947,2.1182823251482747,
142,Uninformative,0,,8755,1.0943271231883605,
143,Uninformative,0,,64911,8.113520033498535,
144,Uninformative,0,,28,0.0034998468816989,
145,Separable,1,"TXT:Extreme tachycardia with wide complex, n",4656,0.5819745386139357,
146,Uninformative,0,,2,0.0002499890629784,
147,Uninformative,0,,294,0.0367483922578387,
148,Uninformative,0,,2101,0.2626135106589087,
149,Uninformative,0,,8839,1.1048266638334572,
150,Uninformative,0,,12,0.0014999343778709,
151,Uninformative,0,,388,0.0484978782178279,
152,Uninformative,0,,75,0.0093745898616935,
153,Uninformative,0,,34434,4.304061697300743,
154,Uninformative,0,,9,0.0011249507834032,
155,Uninformative,0,,46131,5.766122732130469,
156,Uninformative,0,,7773,0.9715824932659196,
157,Uninformative,0,,1121,0.1401188697994462,
158,Uninformative,0,,11161,1.3950639659514896,
159,Uninformative,0,,43908,5.488259888629872,
160,Uninformative,0,,3,0.0003749835944677,
161,Uninformative,0,,3758,0.4697294493365915,
162,Uninformative,0,,28034,3.5040966957695603,
163,Uninformative,0,,25609,3.2009849569081354,
164,Uninformative,0,,11141,1.3925640753217048,
165,Uninformative,0,,26909,3.3634778478441567,
166,Uninformative,0,,1736,0.2169905066653334,
167,Uninformative,0,,15,0.0018749179723387,
168,Uninformative,0,,14929,1.8660433606029736,
169,Uninformative,0,,20,0.0024998906297849,
170,Uninformative,0,,19989,2.498515689938565,
171,Uninformative,0,,33056,4.13181923290856,
172,Uninformative,0,,23,0.0028748742242526,
173,Uninformative,0,,26030,3.2536076546651085,
174,Entangled,3,TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric,16987,2.123282106407845,
175,Uninformative,0,,15525,1.940540101370565,
176,Uninformative,0,,10,0.0012499453148924,
177,Uninformative,0,,1908,0.2384895660814839,
178,Uninformative,0,,25270,3.158611810733281,
179,Uninformative,0,,10315,1.2893185923115864,
180,Contributing,0,,29851,3.7312117594855225,TXT:Junctional rhythm
181,Uninformative,0,,466,0.0582474516739892,
182,Uninformative,0,,61524,7.690163555344454,
183,Uninformative,0,,7597,0.949583455723812,
184,Dead,0,,0,0.0,
185,Uninformative,0,,16274,2.0341610054560118,
186,Uninformative,0,,3,0.0003749835944677,
187,Uninformative,0,,29332,3.666339597642603,
188,Uninformative,0,,29142,3.642590636659646,
189,Uninformative,0,,48003,6.000112495078341,
190,Uninformative,0,,57768,7.22068409507084,
191,Uninformative,0,,28,0.0034998468816989,
192,Uninformative,0,,4,0.0004999781259569,
193,Uninformative,0,,13898,1.7371739986375596,
194,Uninformative,0,,6,0.0007499671889354,
195,Uninformative,0,,5,0.0006249726574462,
196,Uninformative,0,,25,0.0031248632872311,
197,Uninformative,0,,7,0.0008749617204247,
198,Uninformative,0,,29679,3.709712700069372,
199,Uninformative,0,,588,0.0734967845156774,
200,Uninformative,0,,8,0.0009999562519139,
201,Uninformative,0,,2923,0.36535901554307,
202,Contributing,0,,93830,11.728236889636078,TXT:Junctional rhythm
203,Uninformative,0,,167,0.0208740867587043,
204,Uninformative,0,,6315,0.789340466354597,
205,Uninformative,0,,2,0.0002499890629784,
206,Uninformative,0,,2850,0.3562344147443549,
207,Uninformative,0,,21230,2.653633903516721,
208,Uninformative,0,,54231,6.778578437193373,
209,Uninformative,0,,16349,2.043535595317705,
210,Uninformative,0,,6,0.0007499671889354,
211,Uninformative,0,,40558,5.069528208140894,
212,Uninformative,0,,18656,2.3318979794633985,
213,Uninformative,0,,52086,6.510465167148937,
214,Uninformative,0,,15370,1.921165948989732,
215,Dead,0,,0,0.0,
216,Uninformative,0,,28094,3.511596367658915,
217,Uninformative,0,,2,0.0002499890629784,
218,Uninformative,0,,23431,2.9287468673245547,
219,Uninformative,0,,30999,3.8747054816351785,
220,Uninformative,0,,847,0.1058703681713925,
221,Uninformative,0,,41312,5.163774084883786,
222,Uninformative,0,,5,0.0006249726574462,
223,Uninformative,0,,11,0.0013749398463817,
224,Uninformative,0,,4670,0.5837244620547851,
225,Uninformative,0,,7217,0.902085533757898,
226,Separable,1,"TXT:Extreme tachycardia with wide complex, n",26692,3.33635403451099,
227,Uninformative,0,,39,0.0048747867280806,
228,Uninformative,0,,30,0.0037498359446774,
229,Entangled,2,TXT:Ventricular pacing; TXT:A-V sequential pacemaker,18572,2.321398438818301,
230,Uninformative,0,,66976,8.37163374102383,
231,Separable,1,"TXT:ST elev, probable normal early repol pat",44688,5.585755623191486,
232,Uninformative,0,,47635,5.9541145074902975,
233,Uninformative,0,,30767,3.845706750329673,
234,Uninformative,0,,286,0.0357484360059247,
235,Uninformative,0,,1,0.0001249945314892,
236,Uninformative,0,,15550,1.943664964657796,
237,Uninformative,0,,37773,4.72141843794334,
238,Uninformative,0,,124049,15.505446636709644,
239,Separable,1,TXT:Incomplete RBBB,48839,6.104607923403351,
240,Uninformative,0,,4,0.0004999781259569,
241,Uninformative,0,,85109,10.638159580518352,
242,Uninformative,0,,11,0.0013749398463817,
243,Separable,1,TXT:Probable sinus tachycardia,9480,1.1849481585180648,
244,Uninformative,0,,20220,2.527389426712581,
245,Uninformative,0,,27718,3.4645984238189578,
246,Uninformative,0,,20387,2.548263513471285,
247,Uninformative,0,,48684,6.0852337710225175,
248,Separable,1,TXT:Incomplete RBBB,141695,17.711100139368902,
249,Uninformative,0,,16,0.0019999125038279,
250,Uninformative,0,,3,0.0003749835944677,
251,Uninformative,0,,18435,2.3042741880042747,
252,Separable,1,TXT:Probable sinus tachycardia,19695,2.4617672976807263,
253,Uninformative,0,,1,0.0001249945314892,
254,Uninformative,0,,1040,0.1299943127488172,
255,Entangled,4,"TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",19211,2.401269944439931,
256,Uninformative,0,,3,0.0003749835944677,
257,Uninformative,0,,18,0.0022499015668064,
258,Entangled,2,TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric,3550,0.4437305867868281,
259,Uninformative,0,,1,0.0001249945314892,
260,Uninformative,0,,26191,3.2737317742348773,
261,Entangled,2,TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia,22534,2.8166267725786995,
262,Uninformative,0,,2,0.0002499890629784,
263,Uninformative,0,,5,0.0006249726574462,
264,Uninformative,0,,19331,2.4162692882186403,
265,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,3090,0.3862331023017743,
266,Uninformative,0,,5081,0.6350972144968657,
267,Uninformative,0,,7,0.0008749617204247,
268,Entangled,3,TXT:Extensive infarct - age undetermined; TXT:Possible extensive infarct - age undeter; TXT:Anterolateral infarct - age undetermined,124755,15.593692775941053,
269,Uninformative,0,,252,0.0314986219352903,
270,Uninformative,0,,22943,2.867749535957802,
271,Uninformative,0,,51899,6.487091189760448,
272,Uninformative,0,,29536,3.6918384820664096,
273,Uninformative,0,,62485,7.81028330010562,
274,Separable,1,TXT:Atrial flutter with rapid ventricular re,42792,5.3487659914878725,
275,Uninformative,0,,18507,2.3132737942715007,
276,Uninformative,0,,17,0.0021249070353172,
277,Uninformative,0,,309,0.0386233102301774,
278,Uninformative,0,,12,0.0014999343778709,
279,Uninformative,0,,2,0.0002499890629784,
280,Uninformative,0,,46,0.0057497484485053,
281,Uninformative,0,,9,0.0011249507834032,
282,Uninformative,0,,105393,13.173548657246243,
283,Uninformative,0,,5,0.0006249726574462,
284,Uninformative,0,,149,0.0186241851918978,
285,Uninformative,0,,30727,3.8407069690701032,
286,Uninformative,0,,22328,2.7908778990919147,
287,Uninformative,0,,4,0.0004999781259569,
288,Uninformative,0,,23,0.0028748742242526,
289,Entangled,3,TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with 4:1 A-V block; TXT:Atrial flutter with uncontrolled ventric,11247,1.405813495659565,
290,Uninformative,0,,575,0.0718718556063172,
291,Uninformative,0,,23774,2.9716199916253663,
292,Uninformative,0,,5168,0.6459717387364303,
293,Uninformative,0,,33,0.0041248195391451,
294,Uninformative,0,,2,0.0002499890629784,
295,Uninformative,0,,3,0.0003749835944677,
296,Dead,0,,0,0.0,
297,Uninformative,0,,127,0.0158743054991344,
298,Uninformative,0,,12,0.0014999343778709,
299,Entangled,2,TXT:RBBB and LAFB; TXT:Atrial-sensed ventricular-paced rhythm,12071,1.5088089896067047,
300,Uninformative,0,,23,0.0028748742242526,
301,Uninformative,0,,47651,5.956114419994125,
302,Uninformative,0,,134,0.0167492672195591,
303,Uninformative,0,,1211,0.1513683776334785,
304,Uninformative,0,,35,0.0043748086021236,
305,Uninformative,0,,1,0.0001249945314892,
306,Uninformative,0,,11,0.0013749398463817,
307,Uninformative,0,,3,0.0003749835944677,
308,Uninformative,0,,19677,2.45951739611392,
309,Uninformative,0,,35264,4.407807158436818,
310,Uninformative,0,,1481,0.1851169011355753,
311,Uninformative,0,,27,0.0033748523502096,
312,Uninformative,0,,16921,2.1150324673295544,
313,Uninformative,0,,18467,2.3082740130119306,
314,Uninformative,0,,19929,2.4910160180492102,
315,Uninformative,0,,22282,2.7851281506434096,
316,Uninformative,0,,10,0.0012499453148924,
317,Uninformative,0,,347,0.0433731024267688,
318,Uninformative,0,,4,0.0004999781259569,
319,Uninformative,0,,34364,4.295312080096496,
320,Uninformative,0,,10813,1.3515658689932315,
321,Uninformative,0,,31836,3.979325904491679,
322,Entangled,2,NUM:right_axis; TXT:Severe right axis deviation,57312,7.163686588711744,
323,Uninformative,0,,47941,5.992362834126007,
324,Uninformative,0,,25577,3.196985131900479,
325,Dead,0,,0,0.0,
326,Uninformative,0,,3568,0.4459804883536345,
327,Separable,1,TXT:Marked sinus bradycardia,4056,0.5069778197203872,
328,Uninformative,0,,31677,3.959451773984888,
329,Uninformative,0,,2555,0.3193610279550269,
330,Uninformative,0,,351,0.0438730805527258,
331,Uninformative,0,,2,0.0002499890629784,
332,Uninformative,0,,11,0.0013749398463817,
333,Uninformative,0,,2510,0.3137362740380108,
334,Uninformative,0,,23230,2.903622966495216,
335,Uninformative,0,,6763,0.8453380164617798,
336,Uninformative,0,,5,0.0006249726574462,
337,Uninformative,0,,1352,0.1689926065734624,
338,Uninformative,0,,52862,6.607460923584593,
339,Uninformative,0,,90843,11.354878224077696,
340,Uninformative,0,,10749,1.3435662189779196,
341,Contributing,0,,53645,6.705331641740674,TXT:Atrial pacing
342,Uninformative,0,,23595,2.949245970488791,
343,Uninformative,0,,23,0.0028748742242526,
344,Uninformative,0,,4085,0.5106026611335754,
345,Dead,0,,0,0.0,
346,Uninformative,0,,38672,4.833788521752173,
347,Separable,1,TXT:Marked sinus bradycardia,8165,1.0205803496097046,
348,Uninformative,0,,24859,3.1072390582912,
349,Uninformative,0,,4,0.0004999781259569,
350,Uninformative,0,,8280,1.034954720730968,
351,Uninformative,0,,12178,1.5221834044760545,
352,Uninformative,0,,45943,5.742623760210491,
353,Uninformative,0,,33791,4.223690213553157,
354,Uninformative,0,,33433,4.178942171280006,
355,Uninformative,0,,3,0.0003749835944677,
356,Entangled,2,TXT:Sinus rhythm with bigeminal PVCs; TXT:Marked sinus bradycardia,20429,2.553513283793834,
357,Uninformative,0,,11061,1.382564512802565,
358,Uninformative,0,,439,0.0548725993237795,
359,Uninformative,0,,400,0.0499978125956989,
360,Uninformative,0,,32257,4.031948602248652,
361,Separable,1,TXT:Atrial fibrillation with slow ventricula,73420,9.17709850194054,
362,Uninformative,0,,143,0.0178742180029623,
363,Uninformative,0,,43048,5.38076459154912,
364,Uninformative,0,,67432,8.428631247382928,
365,Uninformative,0,,5226,0.6532214215628066,
366,Uninformative,0,,8,0.0009999562519139,
367,Uninformative,0,,2891,0.3613591905354141,
368,Uninformative,0,,29,0.0036248414131881,
369,Uninformative,0,,8,0.0009999562519139,
370,Uninformative,0,,1469,0.1836169667577043,
371,Dead,0,,0,0.0,
372,Uninformative,0,,22066,2.758129331841732,
373,Uninformative,0,,1852,0.231489872318086,
374,Uninformative,0,,11665,1.4580612098220702,
375,Uninformative,0,,3,0.0003749835944677,
376,Uninformative,0,,22,0.0027498796927634,
377,Uninformative,0,,9961,1.2450705281643928,
378,Uninformative,0,,1517,0.1896167042691882,
379,Uninformative,0,,16,0.0019999125038279,
380,Uninformative,0,,15308,1.9134162880373984,
381,Uninformative,0,,2,0.0002499890629784,
382,Uninformative,0,,8,0.0009999562519139,
383,Uninformative,0,,8683,1.0853275169211347,
384,Uninformative,0,,14105,1.7630478666558338,
385,Uninformative,0,,1,0.0001249945314892,
386,Uninformative,0,,45,0.0056247539170161,
387,Uninformative,0,,8927,1.115826182604511,
388,Separable,1,"TXT:ST elev, probable normal early repol pat",34929,4.36593399038792,
389,Uninformative,0,,142,0.0177492234714731,
390,Uninformative,0,,17,0.0021249070353172,
391,Uninformative,0,,32605,4.07544669920691,
392,Uninformative,0,,1769,0.2211153262044785,
393,Uninformative,0,,32,0.0039998250076559,
394,Uninformative,0,,64342,8.042398145081153,
395,Uninformative,0,,10801,1.3500659346153605,
396,Separable,1,NUM:bradycardia,73365,9.170223802708632,
397,Uninformative,0,,5845,0.7305930365546507,
398,Uninformative,0,,76332,9.541082577637228,
399,Uninformative,0,,2,0.0002499890629784,
400,Uninformative,0,,4,0.0004999781259569,
401,Uninformative,0,,24776,3.0968645121775924,
402,Uninformative,0,,4,0.0004999781259569,
403,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,99582,12.447205434762228,TXT:Junctional rhythm
404,Uninformative,0,,78988,9.87306805327267,
405,Uninformative,0,,17654,2.206653458911173,
406,Uninformative,0,,24562,3.0701156824388933,
407,Uninformative,0,,6305,0.7880905210397046,
408,Uninformative,0,,16617,2.0770341297568238,
409,Uninformative,0,,2,0.0002499890629784,
410,Uninformative,0,,3053,0.3816083046366721,
411,Dead,0,,0,0.0,
412,Uninformative,0,,11,0.0013749398463817,
413,Uninformative,0,,7,0.0008749617204247,
414,Uninformative,0,,1,0.0001249945314892,
415,Uninformative,0,,1074,0.1342441268194516,
416,Uninformative,0,,7558,0.9447086689957316,
417,Uninformative,0,,15330,1.9161661677301616,
418,Uninformative,0,,3186,0.398232577324742,
419,Uninformative,0,,1232,0.1539932627947527,
420,Entangled,2,TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric,2592,0.3239858256201291,
421,Uninformative,0,,7,0.0008749617204247,
422,Uninformative,0,,165,0.0206240976957258,
423,Uninformative,0,,8872,1.1089514833726024,
424,Uninformative,0,,4,0.0004999781259569,
425,Uninformative,0,,27820,3.477347866030861,
426,Uninformative,0,,38302,4.787540545101152,
427,Uninformative,0,,20540,2.5673876767891404,
428,Uninformative,0,,559,0.0698719431024892,
429,Uninformative,0,,74755,9.343966201478686,
430,Uninformative,0,,44,0.0054997593855268,
431,Separable,1,TXT:Atrial flutter with rapid ventricular re,8328,1.040954458242452,
432,Uninformative,0,,11206,1.4006887198685058,
433,Uninformative,0,,8731,1.0913272544326185,
434,Uninformative,0,,70697,8.83673839269532,
435,Uninformative,0,,13,0.0016249289093602,
436,Uninformative,0,,3804,0.4754791977850969,
437,Uninformative,0,,363,0.0453730149305967,
438,Uninformative,0,,5,0.0006249726574462,
439,Uninformative,0,,28302,3.5375952302086784,
440,Uninformative,0,,47124,5.890242301899292,
441,Separable,1,TXT:Marked sinus bradycardia,1879,0.2348647246682957,
442,Uninformative,0,,1088,0.1359940502603011,
443,Separable,1,"TXT:ST elev, probable normal early repol pat",66975,8.37150874649234,
444,Uninformative,0,,4,0.0004999781259569,
445,Separable,1,TXT:Marked sinus bradycardia,6618,0.8272138093958389,
446,Uninformative,0,,9832,1.2289462336022798,
447,Uninformative,0,,10519,1.3148174767353928,
448,Uninformative,0,,1287,0.1608679620266613,
449,Uninformative,0,,3,0.0003749835944677,
450,Uninformative,0,,66,0.0082496390782903,
451,Uninformative,0,,2,0.0002499890629784,
452,Uninformative,0,,2,0.0002499890629784,
453,Uninformative,0,,94,0.0117494859599892,
454,Entangled,2,"TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",4714,0.589224221440312,
455,Uninformative,0,,10194,1.2741942540013875,
456,Uninformative,0,,35,0.0043748086021236,
457,Uninformative,0,,140423,17.55210709531458,
458,Uninformative,0,,38,0.0047497921965913,
459,Uninformative,0,,22,0.0027498796927634,
460,Uninformative,0,,53796,6.72420581599555,
461,Uninformative,0,,618,0.0772466204603548,
462,Uninformative,0,,9801,1.2250714031261132,
463,Uninformative,0,,12730,1.5911803858581186,
464,Uninformative,0,,6436,0.8044648046647959,
465,Uninformative,0,,4540,0.567475172961183,
466,Uninformative,0,,37834,4.729043104364184,
467,Uninformative,0,,63137,7.89177973463661,
468,Uninformative,0,,11283,1.410313298793178,
469,Uninformative,0,,4,0.0004999781259569,
470,Uninformative,0,,6,0.0007499671889354,
471,Separable,1,TXT:Atrial flutter with rapid ventricular re,19213,2.401519933502909,
472,Uninformative,0,,1246,0.1557431862356021,
473,Uninformative,0,,4495,0.5618504190441668,
474,Uninformative,0,,4835,0.6043485597505109,
475,Separable,1,TXT:Severe right axis deviation,7889,0.9860818589186724,
476,Separable,1,TXT:Probable junctional rhythm,28464,3.5578443443099363,
477,Uninformative,0,,1859,0.2323648340385108,
478,Uninformative,0,,11,0.0013749398463817,
479,Dead,0,,0,0.0,
480,Uninformative,0,,1,0.0001249945314892,
481,Uninformative,0,,1,0.0001249945314892,
482,Uninformative,0,,10,0.0012499453148924,
483,Uninformative,0,,70119,8.764491553494535,
484,Uninformative,0,,21511,2.6887573668652,
485,Uninformative,0,,5779,0.7223433974763604,
486,Separable,1,TXT:Anterolateral ST-T changes may be due to,71659,8.956983131987975,
487,Uninformative,0,,14,0.0017499234408494,
488,Separable,1,"TXT:Abnormal R-wave progression, early trans",48263,6.032611073265545,
489,Uninformative,0,,5,0.0006249726574462,
490,Uninformative,0,,76380,9.547082315148712,
491,Uninformative,0,,46,0.0057497484485053,
492,Dead,0,,0,0.0,
493,Uninformative,0,,226,0.0282487641165699,
494,Uninformative,0,,33,0.0041248195391451,
495,Entangled,6,"NUM:tachycardia; TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",62778,7.84690669783197,
496,Uninformative,0,,127,0.0158743054991344,
497,Uninformative,0,,5549,0.6935946552338336,
498,Contributing,0,,40112,5.01378064709669,TXT:Tall T waves - consider acute ischemia o
499,Uninformative,0,,7,0.0008749617204247,
500,Dead,0,,0,0.0,
501,Uninformative,0,,6141,0.7675914178754679,
502,Uninformative,0,,47877,5.984363184110695,
503,Uninformative,0,,21515,2.6892573449911565,
504,Separable,1,TXT:Marked sinus bradycardia,1627,0.2033661027330054,
505,Uninformative,0,,8908,1.1134512865062154,
506,Uninformative,0,,18953,2.369021355315705,
507,Uninformative,0,,64014,8.00139993875268,
508,Uninformative,0,,50159,6.269600704969157,
509,Uninformative,0,,9,0.0011249507834032,
510,Uninformative,0,,27941,3.49247220434106,
511,Uninformative,0,,2205,0.2756129419337904,
512,Uninformative,0,,20052,2.506390345422388,
513,Entangled,2,"TXT:Probable supraventricular tachycardia; TXT:Extreme tachycardia with wide complex, n",8775,1.0968270138181455,
514,Uninformative,0,,10897,1.3620654096383282,
515,Uninformative,0,,11776,1.471935602817377,
516,Uninformative,0,,814,0.1017455486322473,
517,Uninformative,0,,11,0.0013749398463817,
518,Uninformative,0,,17570,2.196153918266076,
519,Uninformative,0,,25598,3.1996100170617536,
520,Uninformative,0,,6,0.0007499671889354,
521,Uninformative,0,,6,0.0007499671889354,
522,Uninformative,0,,9256,1.1569493834644735,
523,Separable,1,TXT:Possible extensive infarct - age undeter,26419,3.3022305274144257,
524,Uninformative,0,,23140,2.892373458661184,
525,Uninformative,0,,4434,0.5542257526233227,
526,Uninformative,0,,12,0.0014999343778709,
527,Uninformative,0,,7573,0.94658358696807,
528,Uninformative,0,,20,0.0024998906297849,
529,Uninformative,0,,42447,5.305642878124082,
530,Dead,0,,0,0.0,
531,Uninformative,0,,4354,0.5442261901041829,
532,Uninformative,0,,975,0.1218696682020161,
533,Uninformative,0,,1,0.0001249945314892,
534,Uninformative,0,,1240,0.1549932190466667,
535,Entangled,2,"TXT:Abnormal R-wave progression, early trans; TXT:ST elev, probable normal early repol pat",53499,6.687082440143244,
536,Uninformative,0,,1,0.0001249945314892,
537,Dead,0,,0,0.0,
538,Uninformative,0,,8,0.0009999562519139,
539,Uninformative,0,,1533,0.1916166167730161,
540,Uninformative,0,,27750,3.468598248826614,
541,Uninformative,0,,262,0.0327485672501828,
542,Uninformative,0,,3553,0.4441055703812958,
543,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,8182,1.022705256645022,
544,Separable,1,TXT:Atrial flutter with uncontrolled ventric,61702,7.71241258194954,
545,Separable,1,TXT:Atrial flutter with uncontrolled ventric,5446,0.6807202184904411,
546,Uninformative,0,,613,0.0766216478029086,
547,Uninformative,0,,13,0.0016249289093602,
548,Uninformative,0,,20,0.0024998906297849,
549,Uninformative,0,,10224,1.2779440899460648,
550,Uninformative,0,,4,0.0004999781259569,
551,Uninformative,0,,77399,9.674451742736256,
552,Uninformative,0,,5799,0.7248432881061454,
553,Uninformative,0,,1024,0.1279944002449893,
554,Uninformative,0,,52663,6.582587011818233,
555,Separable,1,TXT:Atrial flutter with 4:1 A-V block,15820,1.977413488159893,
556,Uninformative,0,,7710,0.963707837782097,
557,Entangled,3,TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Atrial-sensed ventricular-paced rhythm,19590,2.448642871874356,
